07/24/2016 15:40:40,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:40:41,Iridium,3:6:47,45.6630333,-111.0450167,4989.50131232,273.220348661,0.0520212299851,1392.01567765
07/24/2016 15:40:42,Iridium,3:6:21,45.6628,-111.0449167,4948.81889762,273.21925863,0.0515110690868,1392.00937557
07/24/2016 15:40:43,Iridium,3:5:50,45.6628667,-111.04495,4948.81889762,273.219569446,0.0515109890099,1392.01153953
07/24/2016 15:40:45,Iridium,3:5:20,45.6629167,-111.04495,4954.72440943,273.219806797,0.0515850902956,1392.01122654
07/24/2016 15:40:46,Iridium,3:4:48,45.6628,-111.0449,4938.97637793,273.219261544,0.0513876340163,1392.00807716
07/24/2016 15:40:47,Iridium,3:4:18,45.6629333,-111.04505,4938.32020995,273.219868146,0.051379003208,1392.01887641
07/24/2016 15:40:48,Iridium,3:3:51,45.6628667,-111.04495,4956.03674539,273.219569446,0.0516015429982,1392.01154151
07/24/2016 15:40:49,Iridium,3:3:18,45.6628833,-111.04495,4964.56692911,273.219648246,0.0517085652277,1392.0114394
07/24/2016 15:40:50,Iridium,2:56:38,45.66245,-111.0461,4732.61154854,273.217390822,0.0487952656547,1392.10333156
07/24/2016 15:40:51,Iridium,2:55:58,45.6628333,-111.0451,4930.44619421,273.21938472,0.0512800514665,1392.02338292
07/24/2016 15:40:52,Iridium,2:55:47,45.6629167,-111.04515,4969.48818896,273.219771893,0.0517697372937,1392.02674822
07/24/2016 15:40:53,Iridium,2:55:16,45.6629,-111.0449667,4954.06824145,273.219724607,0.0515768062106,1392.01262716
07/24/2016 15:40:54,Iridium,2:54:49,45.66295,-111.0449833,4980.31496061,273.219959062,0.0519060568865,1392.01360775
07/24/2016 15:40:55,Iridium,2:54:41,45.6629333,-111.0449833,4976.70603673,273.219879787,0.0518607760452,1392.01371183
07/24/2016 15:40:56,Iridium,2:54:24,45.6629333,-111.0449667,4969.48818896,273.219882684,0.051770270099,1392.01242187
